taxon,VS-VO,VS-PN,VS-NG,VS-NA,VS-ND,VS-NNum,VS-NRc,VO-PN,VO-NG,VO-NA,VO-ND,VO-NNum,VO-NRc,PN-NG,PN-NA,PN-ND,PN-NNum,PN-NRc,NG-NA,NG-ND,NG-NNum,NG-NRc,NA-ND,NA-NNum,NA-NRc,ND-NNum,ND-NRc,NNum-NRc
NC.BANTOID.TETELA,b,b,b,-,b,b,-,d,d,-,d,d,-,d,-,d,d,-,-,d,d,-,-,-,-,d,-,-
NC.BANTOID.TETELA_YYONDO,b,b,b,-,b,b,-,d,d,-,d,d,-,d,-,d,d,-,-,d,d,-,-,-,-,d,-,-
UA.AZTECAN.TETELCINGO_NAHUATL,-,-,-,-,-,-,-,d,d,d,c,c,c,d,d,c,c,c,d,c,c,c,c,c,c,a,a,a
An.CENTRAL_MALAYO_POLYNESIAN.TETUN,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
TK.KAM_TAI.THAI,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.THAI_2,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
TK.KAM_TAI.THAI_3,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
ST.BODIC.THAKALI,a,-,a,a,a,b,-,-,a,a,a,b,-,-,-,-,-,-,a,a,b,-,a,b,-,b,-,-
ST.MAHAKIRANTI.THANGMI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
PN.NORTHERN_PAMA_NYUNGAN.THAYORE,a,-,b,b,b,b,a,-,b,b,b,b,a,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.THEMBU,b,b,b,b,-,b,a,d,d,d,-,d,c,d,d,-,d,c,d,-,d,c,-,d,c,-,-,c
NC.MEL.THEMNE,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
Sal.INTERIOR_SALISH.THOMPSON,d,d,c,c,-,c,-,d,c,c,-,c,-,c,c,-,c,-,a,-,a,-,-,a,-,-,-,-
ST.MAHAKIRANTI.THULUNG,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
ST.BODIC.TIBETAN_CENTRAL,a,a,a,b,b,b,b,a,a,b,b,b,b,a,b,b,b,b,b,b,b,b,d,d,d,d,d,d
ST.BODIC.TIBETAN_LHASA,a,a,a,b,b,b,b,a,a,b,b,b,b,a,b,b,b,b,b,b,b,b,d,d,d,d,d,d
ST.BODIC.TIBETAN_WRITTEN,a,a,a,b,b,b,b,a,a,b,b,b,b,a,b,b,b,b,b,b,b,b,d,d,d,d,d,d
WP.NORTH_HALMAHERAN.TIDORE,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
TAP.GREATER_ALOR.TIFOL_AFENG_ABUI,a,-,a,b,a,b,a,-,a,b,a,b,a,-,-,-,-,-,b,a,b,a,c,d,c,b,a,c
An.OCEANIC.TIGAK,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AA.SEMITIC.TIGRE,a,b,b,a,-,a,b,b,b,a,-,a,b,d,c,-,c,d,c,-,c,d,-,a,b,-,-,b
AA.SEMITIC.TIGRE_2,a,b,b,a,-,a,b,b,b,a,-,a,b,d,c,-,c,d,c,-,c,d,-,a,b,-,-,b
NC.BANTOID.TIKUU,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.TIKUU_PATE,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.NORTH_BORNEO.TIMUGON_MURUT,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Hok.YUMAN.TIPAI,a,a,a,-,b,b,-,a,a,-,b,b,-,a,-,b,b,-,-,b,b,-,-,-,-,d,-,-
Tiw.TIWIAN.TIWI,b,b,a,a,a,a,a,d,c,c,c,c,c,c,c,c,c,c,a,a,a,a,a,a,a,a,a,a
An.PAIWAN.TJUBAR_PAIWAN,d,d,d,d,c,d,c,d,d,d,c,d,c,d,d,c,d,c,d,c,d,c,c,d,c,b,a,c
NDe.TLINGIT.TLINGIT,a,a,a,-,a,a,b,a,a,-,a,a,b,a,-,a,a,b,-,a,a,b,-,-,-,a,b,b
An.OCEANIC.TOBATI,a,a,a,b,b,b,a,a,a,b,b,b,a,a,b,b,b,a,b,b,b,a,d,d,c,d,c,c
An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.TOBA_BATAK,d,d,d,d,d,-,c,d,d,d,d,-,c,d,d,d,-,c,d,d,-,c,d,-,c,-,c,-
WP.NORTH_HALMAHERAN.TOBELO_2,a,b,a,-,b,b,-,b,a,-,b,b,-,c,-,d,d,-,-,b,b,-,-,-,-,d,-,-
An.ATAYALIC.TODA_TAROKO,d,-,d,-,d,c,c,-,d,-,d,c,c,-,-,-,-,-,-,d,c,c,-,-,-,c,c,a
UA.TEPIMAN.TOHONO_OODHAM,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Jap.JAPANESE.TOKYO_JAPANESE,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
An.OCEANIC.TOLAI,-,-,-,-,-,-,-,d,d,-,c,c,c,d,-,c,c,c,-,c,c,c,-,-,-,a,a,a
An.RUKAI.TONA_RUKAI,d,d,d,-,c,c,-,d,d,-,c,c,-,d,-,c,c,-,-,c,c,-,-,-,-,a,-,-
An.MINAHASAN.TONDANO,-,-,-,-,-,-,-,d,d,d,d,-,c,d,d,d,-,c,d,d,-,c,d,-,c,-,c,-
An.OCEANIC.TONGAN,d,d,d,d,d,d,c,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.OCEANIC.TONGAN_2,d,d,d,d,d,d,c,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
IE.INDIC.TORWALI,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Tor.MARIENBERG.TRING_PNG,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
OM.MIXTECAN.TRIQUI_COPALA,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.ATAYALIC.TRUKU_TAROKO,d,-,d,-,d,c,c,-,d,-,d,c,c,-,-,-,-,-,-,d,c,c,-,-,-,c,c,a
NDa.AVAR_ANDIC_TSEZIC.TSEZ,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
ST.BODIC.TSHANGLA,a,a,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,b,a,a,b,b,a,b,b,b,b,d
Tuc.TUCANOAN.TUCANO,a,a,-,-,a,a,b,a,-,-,a,a,b,-,-,a,a,b,-,-,-,-,-,-,-,a,b,b
Tuc.TUCANOAN.TUCANO_2,a,a,-,-,a,a,b,a,-,-,a,a,b,-,-,a,a,b,-,-,-,-,-,-,-,a,b,b
An.CENTRAL_MALAYO_POLYNESIAN.TUGUN,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
Dra.SOUTHERN_DRAVIDIAN.TULU_INDIA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Sko.WESTERN_SKOU.TUMAWO,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
NC.BANTOID.TUNEN,a,-,b,b,a,b,a,-,b,b,a,b,a,-,-,-,-,-,d,c,d,c,c,d,c,b,a,c
An.OCEANIC.TUNGAK,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Tun.TUNICA.TUNICA,a,a,a,b,-,-,a,a,a,b,-,-,a,a,b,-,-,a,b,-,-,a,-,-,c,-,-,-
An.OCEANIC.TUNOE_BABATANA,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
NC.ADAMAWA.TUPURI,b,b,-,b,b,b,-,d,-,d,d,d,-,-,d,d,d,-,-,-,-,-,d,d,-,d,-,-
ESu.NILOTIC.TURKANA,d,d,d,d,d,d,c,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
Alt.TURKIC.TURKISH,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Alt.TURKIC.TURKISH_2,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Alt.TURKIC.TURKMEN,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Alt.TURKIC.TURKMEN_2,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
Sio.CORE_SIOUAN.TUTELO,a,a,a,-,b,b,-,a,a,-,b,b,-,a,-,b,b,-,-,b,b,-,-,-,-,d,-,-
An.OCEANIC.TUVALUAN,c,d,d,d,d,c,c,b,b,b,b,a,a,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Alt.TURKIC.TUVAN,a,a,a,a,a,-,-,a,a,a,a,-,-,a,a,a,-,-,a,a,-,-,a,-,-,-,-,-
NC.KWA.TWI_ASANTE,b,-,a,b,b,b,-,-,c,d,d,d,-,-,-,-,-,-,b,b,b,-,d,d,-,d,-,-
NC.KWA.TWI_FANTE,b,-,a,b,b,b,-,-,c,d,d,d,-,-,-,-,-,-,b,b,b,-,d,d,-,d,-,-
NC.PLATOID.TYAP,b,b,b,-,b,b,-,d,d,-,d,d,-,d,-,d,d,-,-,d,d,-,-,-,-,d,-,-
NWC.NORTHWEST_CAUCASIAN.UBYKH,a,a,a,a,-,a,b,a,a,a,-,a,b,a,a,-,a,b,a,-,a,b,-,a,b,-,-,b
Ura.PERMIC.UDMURT,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Alt.TUNGUSIC.UILTA,a,a,a,b,-,a,-,a,a,b,-,a,-,a,b,-,a,-,b,-,a,-,-,c,-,-,-,-
IE.SLAVIC.UKRAINIAN,b,b,-,a,a,a,a,d,-,c,c,c,c,-,c,c,c,c,-,-,-,-,a,a,a,a,a,a
An.OCEANIC.ULITHIAN,b,b,a,b,b,a,a,d,c,d,d,c,c,c,d,d,c,c,b,b,a,a,d,c,c,c,c,a
TNG.MEK.UNA,a,a,a,b,a,b,b,a,a,b,a,b,b,a,b,a,b,b,b,a,b,b,c,d,d,b,b,d
UA.TEPIMAN.UPPER_PIMA,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
TNG.DANI.UPPER_PYRAMID_DANI,a,a,a,-,b,-,a,a,a,-,b,-,a,a,-,b,-,a,-,b,-,a,-,-,-,-,c,-
An.MALAYO_SUMBAWAN.URAK_LAWOI,b,b,b,b,b,-,a,d,d,d,d,-,c,d,d,d,-,c,d,d,-,c,d,-,c,-,c,-
Urr.URARINA.URARINA,c,c,c,d,c,c,d,a,a,b,a,a,b,a,b,a,a,b,b,a,a,b,c,c,d,a,b,b
Tor.WAPEI_PALEI.URAT_1,b,-,b,b,b,b,a,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
Tor.WAPEI_PALEI.URAT_2,b,-,b,b,b,b,a,-,d,d,d,d,c,-,-,-,-,-,d,d,d,c,d,d,c,d,c,c
IE.INDIC.URDU,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Tup.TUPI_GUARANI.URUBU_KAAPOR,a,a,a,b,a,a,-,a,a,b,a,a,-,a,b,a,a,-,b,a,a,-,c,c,-,a,-,-
IE.INDIC.USHU_KHOWAR,a,a,a,a,-,-,b,a,a,a,-,-,b,a,a,-,-,b,a,-,-,b,-,-,b,-,-,-
UA.NUMIC.UTE_1,-,-,-,-,-,-,-,a,a,b,a,a,a,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
UA.NUMIC.UTE_2,-,-,-,-,-,-,-,a,a,b,a,a,a,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
UA.NUMIC.UTE_SOUTHERN_PAIUTE,-,-,-,-,-,-,-,a,a,b,a,a,a,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
Krd.HEIBAN.UTORO,b,-,b,b,b,b,-,-,d,d,d,d,-,-,-,-,-,-,d,d,d,-,d,d,-,d,-,-
Brs.BURUSHASKI.UYUM_NAGAR_BURUSHASKI,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
IE.IRANIAN.VAFSI,-,-,-,-,-,-,-,-,b,b,a,a,a,-,-,-,-,-,d,c,c,c,c,c,c,a,a,a
Man.WESTERN_MANDE.VAI,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
NC.BANTOID.VALANGI,b,b,b,b,b,b,-,d,d,d,d,d,-,d,d,d,d,-,d,d,d,-,d,d,-,d,-,-
IE.ROMANCE.VALENCIAN,-,-,-,-,-,-,-,d,d,d,c,c,c,d,d,c,c,c,d,c,c,c,c,c,c,a,a,a
AuA.VIET_MUONG.VIETNAMESE,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AuA.VIET_MUONG.VIETNAMESE_2,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AuA.VIET_MUONG.VIETNAMESE_3,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.OCEANIC.VINMAVIS,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
NC.BANTOID.VUMBA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WADAPI_LAUT,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
CSu.MORU_MAADI.WADI,-,a,b,b,b,b,a,-,-,-,-,-,-,b,b,b,b,a,d,d,d,c,d,d,c,d,c,c
AB.ANSON_BAY.WADJIGINY,a,a,a,b,-,b,-,a,a,b,-,b,-,a,b,-,b,-,b,-,b,-,-,d,-,-,-,-
AB.ANSON_BAY.WADYGINY,a,a,a,b,-,b,-,a,a,b,-,b,-,a,b,-,b,-,b,-,b,-,-,d,-,-,-,-
Tor.WAPEI_PALEI.WALMAN,b,a,-,b,b,b,a,c,-,d,d,d,c,-,b,b,b,a,-,-,-,-,d,d,c,d,c,c
Tor.WAPEI_PALEI.WALMAN_CHINAPELI,b,a,-,b,b,b,a,c,-,d,d,d,c,-,b,b,b,a,-,-,-,-,d,d,c,d,c,c
TNG.AWJU_DUMUT.WAMBON,a,a,a,b,a,-,-,a,a,b,a,-,-,a,b,a,-,-,b,a,-,-,c,-,-,-,-,-
ST.MAHAKIRANTI.WAMBULE,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
Man.EASTERN_MANDE.WAN,a,a,a,b,-,b,-,a,a,b,-,b,-,a,b,-,b,-,b,-,b,-,-,d,-,-,-,-
IE.IRANIAN.WANA_PASHTO,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
AA.BIU_MANDARA.WANDALA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
Tor.MARIENBERG.WANDOMI,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
PN.WESTERN_PAMA_NYUNGAN.WANGKA_WIRU,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
TK.KAM_TAI.WANGMO_BOUYEI,b,-,b,b,b,a,-,-,d,d,d,c,-,-,-,-,-,-,d,d,c,-,d,c,-,c,-,-
TNG.MADANG.WANUMA,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
Man.EASTERN_MANDE.WAN_2,a,a,a,b,-,b,-,a,a,b,-,b,-,a,b,-,b,-,b,-,b,-,-,d,-,-,-,-
WY.WAPPO.WAPPO,a,-,a,b,a,b,-,-,a,b,a,b,-,-,-,-,-,-,b,a,b,-,c,d,-,b,-,-
War.WARAO.WARAO,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
Arw.INLAND_NORTHERN_ARAWAKAN.WAREKENA,b,b,b,b,a,a,-,d,d,d,c,c,-,d,d,c,c,-,d,c,c,-,c,c,-,a,-,-
Wsh.WASHO.WASHO,a,a,a,a,a,a,-,a,a,a,a,a,-,a,a,a,a,-,a,a,a,-,a,a,-,a,-,-
TNG.MADANG.WASKIA,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
Tor.MARIENBERG.WAU,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
Arw.CARIBBEAN_ARAWAKAN.WAYUU,d,d,d,d,d,c,-,d,d,d,d,c,-,d,d,d,c,-,d,d,c,-,d,c,-,c,-,-
An.LAMPUNGIC.WAY_KANAN_LAMPUNG_API,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
An.LAMPUNGIC.WAY_LIMA_LAMPUNG_API,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
AA.NORTH_OMOTIC.WELAMO,a,-,a,a,a,a,-,-,a,a,a,a,-,-,-,-,-,-,a,a,a,-,a,a,-,a,-,-
IE.CELTIC.WELSH,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
IE.INDIC.WELSH_ROMANI,-,-,-,-,-,-,-,d,c,c,c,c,c,c,c,c,c,c,a,a,a,a,a,a,a,a,a,a
IE.ARMENIAN.WESTERN_ARMENIAN,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
PN.CENTRAL_PAMA_NYUNGAN.WESTERN_ARRERNTE,-,-,-,-,-,-,-,-,-,-,-,-,-,b,b,b,b,a,d,d,d,c,d,d,c,d,c,c
ST.BODIC.WESTERN_BALTI,a,a,-,a,a,b,b,a,-,a,a,b,b,-,a,a,b,b,-,-,-,-,a,b,b,b,b,d
May.MAYAN.WESTERN_CAKCHIQUEL_PATZUN,d,d,d,c,c,c,c,d,d,c,c,c,c,d,c,c,c,c,c,c,c,c,a,a,a,a,a,a
EA.ESKIMO.WEST_GREENLANDIC,a,a,a,b,-,b,a,a,a,b,-,b,a,a,b,-,b,a,b,-,b,a,-,d,c,-,-,c
WP.NORTH_HALMAHERAN.WEST_MAKIAN,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
Ijo.IJOID.WEST_TARAKIRI,a,-,a,a,a,a,b,-,a,a,a,a,b,-,-,-,-,-,a,a,a,b,a,a,b,a,b,b
Mat.MATACOAN.WICHI_LHAMTES_GUISNAY,b,b,a,b,b,a,a,d,c,d,d,c,c,c,d,d,c,c,b,b,a,a,d,c,c,c,c,a
PN.NORTHERN_PAMA_NYUNGAN.WIK_MUNGKAN,a,-,a,b,b,b,-,-,a,b,b,b,-,-,-,-,-,-,b,b,b,-,d,d,-,d,-,-
PN.NORTHERN_PAMA_NYUNGAN.WIRRI,b,-,a,a,a,a,a,-,c,c,c,c,c,-,-,-,-,-,a,a,a,a,a,a,a,a,a,a
AA.NORTH_OMOTIC.WOLAYTTA,a,-,a,a,a,a,-,-,a,a,a,a,-,-,-,-,-,-,a,a,a,-,a,a,-,a,-,-
An.OCEANIC.WOLEAIAN,b,b,-,b,b,a,a,d,-,d,d,c,c,-,d,d,c,c,-,-,-,-,d,c,c,c,c,a
An.CELEBIC.WOLIO,d,d,d,d,c,c,c,d,d,d,c,c,c,d,d,c,c,c,d,c,c,c,c,c,c,a,a,a
NC.NORTHERN_ATLANTIC.WOLOF,b,b,b,b,b,a,a,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
Sep.MIDDLE_SEPIK.WOSERA,a,a,a,a,a,b,b,a,a,a,a,b,b,a,a,a,b,b,a,a,b,b,a,b,b,b,b,d
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WOSI,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
AA.BIU_MANDARA.WUZLAM,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
Man.WESTERN_MANDE.XAASONGAXANGO,a,a,a,b,a,b,-,a,a,b,a,b,-,a,b,a,b,-,b,a,b,-,c,d,-,b,-,-
NDa.LAK_DARGWA.XAJDAK_DARGI,a,a,a,a,-,a,b,a,a,a,-,a,b,a,a,-,a,b,a,-,a,b,-,a,b,-,-,b
An.OCEANIC.XARACUU,b,b,-,a,b,a,-,d,-,c,d,c,-,-,c,d,c,-,-,-,-,-,b,a,-,c,-,-
NC.BANTOID.XHOSA,b,b,b,b,-,b,a,d,d,d,-,d,c,d,d,-,d,c,d,-,d,c,-,d,c,-,-,c
NC.BANTOID.XHOSA_2,b,b,b,b,-,b,a,d,d,d,-,d,c,d,d,-,d,c,d,-,d,c,-,d,c,-,-,c
ST.BURMESE_LOLO.XIANDAO,a,a,a,-,b,b,b,a,a,-,b,b,b,a,-,b,b,b,-,b,b,b,-,-,-,d,d,d
Tot.TOTONACAN.XICOTEPEC_TOTONAC,b,b,b,a,a,-,a,d,d,c,c,-,c,d,c,c,-,c,c,c,-,c,a,-,a,-,a,-
ST.BURMESE_LOLO.XIDE,a,a,-,b,b,b,-,a,-,b,b,b,-,-,b,b,b,-,-,-,-,-,d,d,-,d,-,-
ST.BAI.XISHAN_BAI,b,-,a,a,b,b,b,-,c,c,d,d,d,-,-,-,-,-,a,b,b,b,b,b,b,d,d,d
Tu.TU.XOON,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
Tu.TU.XOON_MASARWA,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
Tu.TU.XOON_NUEN,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
NC.BANTOID.YABA_MBETI,b,b,-,b,b,b,-,d,-,d,d,d,-,-,d,d,d,-,-,-,-,-,d,d,-,d,-,-
An.OCEANIC.YABEM,b,-,a,b,b,b,a,-,c,d,d,d,c,-,-,-,-,-,b,b,b,a,d,d,c,d,c,c
TNG.EASTERN_HIGHLANDS.YAGARIA,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,b,a,a,b,a,b,b
PY.PEBA_YAGUAN.YAGUA,d,c,c,d,c,c,c,c,c,d,c,c,c,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
PY.PEBA_YAGUAN.YAGUA_2,d,c,c,d,c,c,c,c,c,d,c,c,c,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
PY.PEBA_YAGUAN.YAGUA_3,d,c,c,d,c,c,c,c,c,d,c,c,c,a,b,a,a,a,b,a,a,a,c,c,c,a,a,a
TNG.MEK.YALE_KOSAREK,a,a,a,b,b,b,b,a,a,b,b,b,b,a,b,b,b,b,b,b,b,b,d,d,d,d,d,d
Yan.YANOMAM.YANAM,a,a,a,b,a,a,-,a,a,b,a,a,-,a,b,a,a,-,b,a,a,-,c,c,-,a,-,-
Yan.YANOMAM.YANAM_2,a,a,a,b,a,a,-,a,a,b,a,a,-,a,b,a,a,-,b,a,a,-,c,c,-,a,-,-
PN.CENTRAL_PAMA_NYUNGAN.YANDRUWANDHA,a,a,-,b,b,b,-,a,-,b,b,b,-,-,b,b,b,-,-,-,-,-,d,d,-,d,-,-
ST.BURMESE_LOLO.YANGON_BURMESE,a,a,a,b,a,b,b,a,a,b,a,b,b,a,b,a,b,b,b,a,b,b,c,d,d,b,b,d
HM.HMONG_MIEN.YAO,b,-,a,b,a,a,-,-,c,d,c,c,-,-,-,-,-,-,b,a,a,-,c,c,-,a,-,-
An.YAPESE.YAPESE,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
UA.CAHITA.YAQUI,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
UA.CAHITA.YAQUI_2,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
Yrb.YAREBAN.YAREBA,a,a,a,a,-,b,b,a,a,a,-,b,b,a,a,-,b,b,a,-,b,b,-,b,b,-,-,d
An.OCEANIC.YAROS,b,b,a,b,b,b,a,d,c,d,d,d,c,c,d,d,d,c,b,b,b,a,d,d,c,d,c,c
IE.IRANIAN.YASIN_WAKHI,a,-,a,a,a,a,a,-,a,a,a,a,a,-,-,-,-,-,a,a,a,a,a,a,a,a,a,a
TK.KAM_TAI.YAY,b,-,b,b,b,a,-,-,d,d,d,c,-,-,-,-,-,-,d,d,c,-,d,c,-,c,-,-
TK.KAM_TAI.YAY_2,b,-,b,b,b,a,-,-,d,d,d,c,-,-,-,-,-,-,d,d,c,-,d,c,-,c,-,-
Yel.YELE.YELETNYE,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
Tor.MARIENBERG.YIBAB,a,a,a,b,b,b,-,a,a,b,b,b,-,a,b,b,b,-,b,b,b,-,d,d,-,d,-,-
Pen.YOKUTS.YOKUTS_TINLINNEH,d,d,-,c,c,c,-,d,-,c,c,c,-,-,c,c,c,-,-,-,-,-,a,a,-,a,-,-
Pen.YOKUTS.YOKUTS_UNKNOWN,d,d,-,c,c,c,-,d,-,c,c,c,-,-,c,c,c,-,-,-,-,-,a,a,-,a,-,-
NC.DEFOID.YORUBA,b,b,b,b,b,b,a,d,d,d,d,d,c,d,d,d,d,c,d,d,d,c,d,d,c,d,c,c
OM.MIXTECAN.YOSONDUA_MIXTEC,d,d,d,d,d,c,c,d,d,d,d,c,c,d,d,d,c,c,d,d,c,c,d,c,c,c,c,a
HM.HMONG_MIEN.YOUNUO_BUNU,b,-,a,b,b,a,-,-,c,d,d,c,-,-,-,-,-,-,b,b,a,-,d,c,-,c,-,-
